Order ID,Order Date,Customer ID,Customer Name,Segment,Product ID,Product Name,Category,Sub Category,City,State,Region,Quantity,Unit Price,Discount,Cost
ORD-1070,29-11-2024,C005,Everest Ltd,Corporate,P004,Standing Desk,Furniture,Desks,Delhi,Delhi,North,5,18000,15,12500
ORD-1071,30-06-2025,C004,Delta Stores,Retail,P008,Printer Ink,Stationery,Supplies,Hyderabad,Telangana,South,3,1800,15,1500
ORD-1072,22-09-2024,C008,Horizon Inc,Corporate,P004,Standing Desk,Furniture,Desks,Bangalore,Karnataka,South,1,18000,10,12500
ORD-1073,04-05-2024,C008,Horizon Inc,Corporate,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,1,2200,0,1300
ORD-1074,18-11-2025,C007,Ganga Supplies,Retail,P004,Standing Desk,Furniture,Desks,Chennai,Tamil Nadu,South,1,18000,0,12500
ORD-1075,16-11-2025,C002,Bright Retail,Retail,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,2,350,5,180
ORD-1076,26-05-2024,C003,Chola Systems,Corporate,P005,Notebook Pack,Stationery,Paper,Delhi,Delhi,North,1,350,0,180
ORD-1077,06-04-2024,C008,Horizon Inc,Corporate,P007,Desk Lamp,Furniture,Lighting,Bangalore,Karnataka,South,3,2200,0,1300
ORD-1078,14-06-2024,C007,Ganga Supplies,Retail,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,1,2200,10,1300
ORD-1079,19-07-2024,C006,Fair Mart,Consumer,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,4,24000,5,17000
ORD-1080,20-01-2024,C008,Horizon Inc,Corporate,P006,Monitor 27in,Electronics,Displays,Delhi,Delhi,North,4,24000,0,17000
ORD-1081,28-01-2025,C005,Everest Ltd,Corporate,P006,Monitor 27in,Electronics,Displays,Kolkata,West Bengal,East,4,24000,0,17000
ORD-1082,25-04-2024,C002,Bright Retail,Retail,P004,Standing Desk,Furniture,Desks,Chennai,Tamil Nadu,South,3,18000,5,12500
ORD-1083,05-10-2024,C003,Chola Systems,Corporate,P001,Laptop Pro 14,Electronics,Computers,Mumbai,Maharashtra,West,1,72000,0,52000
ORD-1084,08-03-2025,C007,Ganga Supplies,Retail,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,4,350,15,180
ORD-1085,11-06-2025,C006,Fair Mart,Consumer,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,1,1800,5,1500
ORD-1086,28-02-2024,C007,Ganga Supplies,Retail,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,1,8500,5,5600
ORD-1087,18-01-2024,C005,Everest Ltd,Corporate,P002,Wireless Mouse,Electronics,Accessories,Chennai,Tamil Nadu,South,1,1200,15,700
ORD-1088,15-08-2024,C005,Everest Ltd,Corporate,P002,Wireless Mouse,Electronics,Accessories,Chennai,Tamil Nadu,South,2,1200,10,700
ORD-1089,12-01-2024,C007,Ganga Supplies,Retail,P006,Monitor 27in,Electronics,Displays,Mumbai,Maharashtra,West,4,24000,15,17000
ORD-1090,12-05-2024,C004,Delta Stores,Retail,P001,Laptop Pro 14,Electronics,Computers,Chennai,Tamil Nadu,South,4,72000,0,52000
ORD-1091,25-09-2024,C003,Chola Systems,Corporate,P001,Laptop Pro 14,Electronics,Computers,Bangalore,Karnataka,South,1,72000,5,52000
ORD-1092,05-10-2025,C004,Delta Stores,Retail,P005,Notebook Pack,Stationery,Paper,Mumbai,Maharashtra,West,4,350,10,180
ORD-1093,27-05-2025,C005,Everest Ltd,Corporate,P003,Office Chair,Furniture,Seating,Mumbai,Maharashtra,West,4,8500,0,5600
ORD-1094,13-09-2024,C001,Aarav Traders,Corporate,P001,Laptop Pro 14,Electronics,Computers,Chennai,Tamil Nadu,South,5,72000,15,52000
ORD-1095,18-07-2025,C008,Horizon Inc,Corporate,P004,Standing Desk,Furniture,Desks,Bangalore,Karnataka,South,1,18000,10,12500
ORD-1096,18-04-2024,C008,Horizon Inc,Corporate,P007,Desk Lamp,Furniture,Lighting,Kolkata,West Bengal,East,2,2200,10,1300
ORD-1097,02-06-2025,C004,Delta Stores,Retail,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,1,350,5,180
ORD-1098,22-07-2024,C007,Ganga Supplies,Retail,P003,Office Chair,Furniture,Seating,Mumbai,Maharashtra,West,3,8500,0,5600
ORD-1099,12-05-2024,C002,Bright Retail,Retail,P001,Laptop Pro 14,Electronics,Computers,Hyderabad,Telangana,South,5,72000,5,52000
ORD-1100,17-03-2025,C001,Aarav Traders,Corporate,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,6,8500,10,5600
ORD-1101,02-06-2025,C004,Delta Stores,Retail,P005,Notebook Pack,Stationery,Paper,Hyderabad,Telangana,South,3,350,5,180
ORD-1102,16-02-2024,C003,Chola Systems,Corporate,P008,Printer Ink,Stationery,Supplies,Bangalore,Karnataka,South,4,1800,5,1500
ORD-1103,01-04-2025,C005,Everest Ltd,Corporate,P001,Laptop Pro 14,Electronics,Computers,Mumbai,Maharashtra,West,3,72000,5,52000
ORD-1104,14-07-2025,C004,Delta Stores,Retail,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,3,24000,5,17000
ORD-1105,11-08-2024,C003,Chola Systems,Corporate,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,4,24000,5,17000
ORD-1106,25-01-2025,C008,Horizon Inc,Corporate,P002,Wireless Mouse,Electronics,Accessories,Mumbai,Maharashtra,West,3,1200,15,700
ORD-1107,02-11-2025,C004,Delta Stores,Retail,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,8,18000,0,12500
ORD-1108,03-04-2024,C002,Bright Retail,Retail,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,3,350,10,180
ORD-1109,23-08-2025,C007,Ganga Supplies,Retail,P001,Laptop Pro 14,Electronics,Computers,Chennai,Tamil Nadu,South,6,72000,5,52000
ORD-1110,07-11-2024,C002,Bright Retail,Retail,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,2,18000,15,12500
ORD-1111,07-06-2024,C006,Fair Mart,Consumer,P007,Desk Lamp,Furniture,Lighting,Hyderabad,Telangana,South,4,2200,10,1300
ORD-1112,02-06-2024,C003,Chola Systems,Corporate,P005,Notebook Pack,Stationery,Paper,Chennai,Tamil Nadu,South,2,350,15,180
ORD-1113,04-10-2025,C003,Chola Systems,Corporate,P007,Desk Lamp,Furniture,Lighting,Kolkata,West Bengal,East,2,2200,15,1300
ORD-1114,05-08-2025,C004,Delta Stores,Retail,P001,Laptop Pro 14,Electronics,Computers,Chennai,Tamil Nadu,South,5,72000,0,52000
ORD-1115,12-02-2024,C006,Fair Mart,Consumer,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,5,8500,10,5600
ORD-1116,07-04-2025,C001,Aarav Traders,Corporate,P001,Laptop Pro 14,Electronics,Computers,Hyderabad,Telangana,South,2,72000,15,52000
ORD-1117,28-11-2025,C008,Horizon Inc,Corporate,P004,Standing Desk,Furniture,Desks,Mumbai,Maharashtra,West,1,18000,0,12500
ORD-1118,12-04-2025,C002,Bright Retail,Retail,P002,Wireless Mouse,Electronics,Accessories,Hyderabad,Telangana,South,4,1200,15,700
ORD-1119,08-03-2024,C005,Everest Ltd,Corporate,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,1,1800,5,1500
ORD-1120,28-08-2024,C004,Delta Stores,Retail,P004,Standing Desk,Furniture,Desks,Hyderabad,Telangana,South,1,18000,10,12500
ORD-1121,20-05-2025,C002,Bright Retail,Retail,P007,Desk Lamp,Furniture,Lighting,Delhi,Delhi,North,3,2200,5,1300
ORD-1122,17-02-2024,C002,Bright Retail,Retail,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,4,18000,0,12500
ORD-1123,05-12-2024,C005,Everest Ltd,Corporate,P005,Notebook Pack,Stationery,Paper,Kolkata,West Bengal,East,5,350,15,180
ORD-1124,16-05-2024,C008,Horizon Inc,Corporate,P001,Laptop Pro 14,Electronics,Computers,Chennai,Tamil Nadu,South,3,72000,10,52000
ORD-1125,02-10-2024,C004,Delta Stores,Retail,P002,Wireless Mouse,Electronics,Accessories,Hyderabad,Telangana,South,5,1200,10,700
ORD-1126,24-10-2024,C008,Horizon Inc,Corporate,P005,Notebook Pack,Stationery,Paper,Delhi,Delhi,North,1,350,10,180
ORD-1127,01-05-2024,C005,Everest Ltd,Corporate,P004,Standing Desk,Furniture,Desks,Chennai,Tamil Nadu,South,2,18000,10,12500
ORD-1128,18-01-2024,C008,Horizon Inc,Corporate,P005,Notebook Pack,Stationery,Paper,Chennai,Tamil Nadu,South,2,350,15,180
ORD-1129,05-04-2025,C007,Ganga Supplies,Retail,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,6,350,0,180
ORD-1130,17-03-2024,C003,Chola Systems,Corporate,P002,Wireless Mouse,Electronics,Accessories,Hyderabad,Telangana,South,1,1200,15,700
ORD-1131,25-09-2024,C003,Chola Systems,Corporate,P006,Monitor 27in,Electronics,Displays,Kolkata,West Bengal,East,2,24000,15,17000
ORD-1132,13-10-2024,C006,Fair Mart,Consumer,P002,Wireless Mouse,Electronics,Accessories,Bangalore,Karnataka,South,10,1200,10,700
ORD-1133,12-05-2025,C001,Aarav Traders,Corporate,P007,Desk Lamp,Furniture,Lighting,Bangalore,Karnataka,South,2,2200,0,1300
ORD-1134,18-05-2025,C007,Ganga Supplies,Retail,P008,Printer Ink,Stationery,Supplies,Mumbai,Maharashtra,West,1,1800,0,1500
ORD-1135,02-03-2025,C007,Ganga Supplies,Retail,P006,Monitor 27in,Electronics,Displays,Mumbai,Maharashtra,West,4,24000,0,17000
ORD-1136,05-12-2024,C006,Fair Mart,Consumer,P001,Laptop Pro 14,Electronics,Computers,Mumbai,Maharashtra,West,2,72000,10,52000
ORD-1137,02-05-2024,C001,Aarav Traders,Corporate,P004,Standing Desk,Furniture,Desks,Hyderabad,Telangana,South,3,18000,5,12500
ORD-1138,16-09-2024,C002,Bright Retail,Retail,P006,Monitor 27in,Electronics,Displays,Delhi,Delhi,North,1,24000,10,17000
ORD-1139,26-08-2025,C006,Fair Mart,Consumer,P002,Wireless Mouse,Electronics,Accessories,Delhi,Delhi,North,1,1200,5,700
ORD-1140,19-02-2024,C002,Bright Retail,Retail,P005,Notebook Pack,Stationery,Paper,Chennai,Tamil Nadu,South,3,350,5,180
ORD-1141,12-10-2025,C004,Delta Stores,Retail,P003,Office Chair,Furniture,Seating,Mumbai,Maharashtra,West,1,8500,10,5600
ORD-1142,07-06-2025,C004,Delta Stores,Retail,P006,Monitor 27in,Electronics,Displays,Mumbai,Maharashtra,West,1,24000,10,17000
ORD-1143,30-01-2024,C004,Delta Stores,Retail,P007,Desk Lamp,Furniture,Lighting,Hyderabad,Telangana,South,1,2200,0,1300
ORD-1144,20-02-2024,C008,Horizon Inc,Corporate,P007,Desk Lamp,Furniture,Lighting,Kolkata,West Bengal,East,3,2200,0,1300
ORD-1145,21-10-2025,C008,Horizon Inc,Corporate,P005,Notebook Pack,Stationery,Paper,Chennai,Tamil Nadu,South,2,350,15,180
ORD-1146,10-05-2024,C008,Horizon Inc,Corporate,P003,Office Chair,Furniture,Seating,Delhi,Delhi,North,2,8500,5,5600
ORD-1147,15-10-2024,C005,Everest Ltd,Corporate,P005,Notebook Pack,Stationery,Paper,Hyderabad,Telangana,South,1,350,5,180
ORD-1148,19-02-2025,C005,Everest Ltd,Corporate,P004,Standing Desk,Furniture,Desks,Delhi,Delhi,North,4,18000,15,12500
ORD-1149,15-11-2025,C002,Bright Retail,Retail,P007,Desk Lamp,Furniture,Lighting,Bangalore,Karnataka,South,5,2200,0,1300
ORD-1150,17-03-2024,C008,Horizon Inc,Corporate,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,4,18000,0,12500
ORD-1151,08-04-2025,C008,Horizon Inc,Corporate,P006,Monitor 27in,Electronics,Displays,Delhi,Delhi,North,5,24000,0,17000
ORD-1152,14-07-2025,C004,Delta Stores,Retail,P004,Standing Desk,Furniture,Desks,Chennai,Tamil Nadu,South,2,18000,0,12500
ORD-1153,16-12-2024,C006,Fair Mart,Consumer,P002,Wireless Mouse,Electronics,Accessories,Bangalore,Karnataka,South,1,1200,5,700
ORD-1154,21-09-2024,C001,Aarav Traders,Corporate,P004,Standing Desk,Furniture,Desks,Hyderabad,Telangana,South,3,18000,10,12500
ORD-1155,27-01-2025,C004,Delta Stores,Retail,P007,Desk Lamp,Furniture,Lighting,Delhi,Delhi,North,3,2200,5,1300
ORD-1156,12-12-2024,C008,Horizon Inc,Corporate,P001,Laptop Pro 14,Electronics,Computers,Mumbai,Maharashtra,West,4,72000,15,52000
ORD-1157,03-01-2025,C004,Delta Stores,Retail,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,2,8500,5,5600
ORD-1158,11-09-2024,C007,Ganga Supplies,Retail,P007,Desk Lamp,Furniture,Lighting,Hyderabad,Telangana,South,2,2200,10,1300
ORD-1159,18-03-2025,C001,Aarav Traders,Corporate,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,1,350,0,180
ORD-1160,11-03-2025,C008,Horizon Inc,Corporate,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,4,1800,0,1500
ORD-1161,04-02-2025,C008,Horizon Inc,Corporate,P008,Printer Ink,Stationery,Supplies,Bangalore,Karnataka,South,3,1800,0,1500
ORD-1162,17-08-2024,C003,Chola Systems,Corporate,P003,Office Chair,Furniture,Seating,Kolkata,West Bengal,East,2,8500,0,5600
ORD-1163,18-12-2025,C002,Bright Retail,Retail,P008,Printer Ink,Stationery,Supplies,Kolkata,West Bengal,East,6,1800,0,1500
ORD-1164,02-01-2024,C004,Delta Stores,Retail,P003,Office Chair,Furniture,Seating,Kolkata,West Bengal,East,2,8500,0,5600
ORD-1165,22-10-2025,C003,Chola Systems,Corporate,P005,Notebook Pack,Stationery,Paper,Hyderabad,Telangana,South,1,350,5,180
ORD-1166,24-06-2025,C002,Bright Retail,Retail,P007,Desk Lamp,Furniture,Lighting,Chennai,Tamil Nadu,South,1,2200,0,1300
ORD-1167,03-11-2024,C007,Ganga Supplies,Retail,P004,Standing Desk,Furniture,Desks,Mumbai,Maharashtra,West,4,18000,0,12500
ORD-1168,07-09-2025,C001,Aarav Traders,Corporate,P001,Laptop Pro 14,Electronics,Computers,Kolkata,West Bengal,East,3,72000,5,52000
ORD-1169,16-04-2025,C006,Fair Mart,Consumer,P005,Notebook Pack,Stationery,Paper,Hyderabad,Telangana,South,4,350,0,180
ORD-1170,01-05-2025,C004,Delta Stores,Retail,P004,Standing Desk,Furniture,Desks,Chennai,Tamil Nadu,South,4,18000,10,12500
ORD-1171,22-12-2025,C001,Aarav Traders,Corporate,P005,Notebook Pack,Stationery,Paper,Chennai,Tamil Nadu,South,1,350,0,180
ORD-1172,25-05-2025,C002,Bright Retail,Retail,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,1,2200,0,1300
ORD-1173,14-11-2025,C006,Fair Mart,Consumer,P007,Desk Lamp,Furniture,Lighting,Bangalore,Karnataka,South,5,2200,10,1300
ORD-1174,04-02-2024,C007,Ganga Supplies,Retail,P006,Monitor 27in,Electronics,Displays,Mumbai,Maharashtra,West,3,24000,10,17000
ORD-1175,21-07-2024,C005,Everest Ltd,Corporate,P001,Laptop Pro 14,Electronics,Computers,Hyderabad,Telangana,South,2,72000,15,52000
ORD-1176,10-03-2024,C008,Horizon Inc,Corporate,P004,Standing Desk,Furniture,Desks,Bangalore,Karnataka,South,2,18000,5,12500
ORD-1177,17-07-2024,C008,Horizon Inc,Corporate,P004,Standing Desk,Furniture,Desks,Bangalore,Karnataka,South,3,18000,5,12500
ORD-1178,29-10-2024,C008,Horizon Inc,Corporate,P002,Wireless Mouse,Electronics,Accessories,Kolkata,West Bengal,East,2,1200,0,700
ORD-1179,16-08-2024,C007,Ganga Supplies,Retail,P008,Printer Ink,Stationery,Supplies,Hyderabad,Telangana,South,7,1800,0,1500
ORD-1180,01-09-2025,C007,Ganga Supplies,Retail,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,1,8500,0,5600
ORD-1181,25-01-2024,C007,Ganga Supplies,Retail,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,3,8500,0,5600
ORD-1182,07-07-2024,C008,Horizon Inc,Corporate,P007,Desk Lamp,Furniture,Lighting,Hyderabad,Telangana,South,1,2200,5,1300
ORD-1183,25-04-2024,C003,Chola Systems,Corporate,P002,Wireless Mouse,Electronics,Accessories,Mumbai,Maharashtra,West,1,1200,0,700
ORD-1184,08-07-2024,C001,Aarav Traders,Corporate,P008,Printer Ink,Stationery,Supplies,Mumbai,Maharashtra,West,1,1800,10,1500
ORD-1185,17-01-2025,C008,Horizon Inc,Corporate,P006,Monitor 27in,Electronics,Displays,Bangalore,Karnataka,South,4,24000,0,17000
ORD-1186,03-01-2024,C005,Everest Ltd,Corporate,P002,Wireless Mouse,Electronics,Accessories,Chennai,Tamil Nadu,South,4,1200,5,700
ORD-1187,06-03-2025,C004,Delta Stores,Retail,P002,Wireless Mouse,Electronics,Accessories,Delhi,Delhi,North,3,1200,5,700
